Date,Adj Close
2018-01-21,1049.579956
2018-01-22,1003.260010
2018-01-23,986.229004
2018-01-24,1058.780029
2018-01-25,1056.030029
2018-01-26,1055.170044
2018-01-27,1107.069946
2018-01-28,1246.010010
2018-01-29,1182.359985
2018-01-30,1071.130005
2018-01-31,1118.310059
2018-02-01,1036.790039
2018-02-02,915.784973
2018-02-03,964.018982
2018-02-04,834.682007
2018-02-05,697.950989
2018-02-06,793.122009
2018-02-07,757.067993
2018-02-08,817.807007
2018-02-09,883.864990
2018-02-10,860.414978
2018-02-11,814.659973
2018-02-12,868.706970
2018-02-13,845.257996
2018-02-14,923.560974
2018-02-15,936.976013
2018-02-16,944.210022
2018-02-17,974.114990
2018-02-18,923.921021
2018-02-19,943.864990
2018-02-20,895.370972
2018-02-21,849.971008
2018-02-22,812.844971
2018-02-23,864.189026
2018-02-24,840.515015
2018-02-25,844.809998
2018-02-26,869.315002
2018-02-27,878.265015
2018-02-28,855.198975
2018-03-01,872.200012
2018-03-02,856.853027
2018-03-03,857.224976
2018-03-04,866.677979
2018-03-05,853.684021
2018-03-06,816.950989
2018-03-07,752.830994
2018-03-08,704.596008
2018-03-09,728.916016
2018-03-10,686.890015
2018-03-11,723.338989
2018-03-12,699.830994
2018-03-13,690.827026
2018-03-14,614.291016
2018-03-15,611.304016
2018-03-16,601.666016
2018-03-17,552.778992
2018-03-18,538.643982
2018-03-19,556.726013
2018-03-20,557.174988
2018-03-21,561.731995
2018-03-22,539.702026
2018-03-23,539.619019
2018-03-24,526.439026
2018-03-25,524.286987
2018-03-26,489.950989
2018-03-27,450.115997
2018-03-28,446.278992
2018-03-29,385.967987
2018-03-30,394.644989
2018-03-31,396.457001
2018-04-01,379.606995
2018-04-02,386.424988
2018-04-03,416.893005
2018-04-04,380.542999
2018-04-05,383.231995
2018-04-06,370.285004
2018-04-07,385.313995
2018-04-08,400.507996
2018-04-09,398.526001
2018-04-10,414.243011
2018-04-11,430.540009
2018-04-12,492.941010
2018-04-13,492.734985
2018-04-14,501.477997
2018-04-15,531.702026
2018-04-16,511.147003
2018-04-17,502.894012
2018-04-18,524.789001
2018-04-19,567.888977
2018-04-20,615.718018
2018-04-21,605.395020
2018-04-22,621.859985
2018-04-23,642.547974
2018-04-24,708.158020
2018-04-25,615.416016
2018-04-26,662.809021
2018-04-27,647.031982
2018-04-28,683.677979
2018-04-29,688.880981
2018-04-30,669.924011
2018-05-01,673.612976
2018-05-02,687.148987
2018-05-03,779.543030
2018-05-04,785.624023
2018-05-05,816.119995
2018-05-06,792.310974
2018-05-07,753.724976
2018-05-08,752.856995
2018-05-09,752.275024
2018-05-10,727.276978
2018-05-11,679.585999
2018-05-12,686.047974
2018-05-13,733.495972
2018-05-14,730.549011
2018-05-15,708.870972
2018-05-16,707.049988
2018-05-17,672.656982
2018-05-18,694.367004
2018-05-19,696.530029
2018-05-20,715.369019
2018-05-21,699.221985
2018-05-22,647.741028
2018-05-23,583.585022
2018-05-24,601.755005
2018-05-25,586.734009
2018-05-26,587.280029
2018-05-27,572.668030
2018-05-28,516.036011
2018-05-29,565.388000
2018-05-30,559.590027
2018-05-31,577.645020
2018-06-01,580.043030
2018-06-02,591.807983
2018-06-03,618.328979
2018-06-04,592.984985
2018-06-05,609.302979
2018-06-06,607.124023
2018-06-07,605.187012
2018-06-08,601.077026
2018-06-09,597.562012
2018-06-10,526.479004
2018-06-11,533.283997
2018-06-12,496.842987
2018-06-13,477.493988
2018-06-14,519.742004
2018-06-15,491.003998
2018-06-16,499.641998
2018-06-17,500.447998
2018-06-18,518.890991
2018-06-19,537.956970
2018-06-20,536.268005
2018-06-21,527.367004
2018-06-22,465.816986
2018-06-23,474.519989
2018-06-24,457.671997
2018-06-25,460.309998
2018-06-26,432.772003
2018-06-27,442.364990
2018-06-28,422.364990
2018-06-29,436.009003
2018-06-30,455.179993
2018-07-01,453.917999
2018-07-02,475.346985
2018-07-03,464.195007
2018-07-04,467.317993
2018-07-05,474.411987
2018-07-06,474.011993
2018-07-07,491.660004
2018-07-08,489.118988
2018-07-09,476.682007
2018-07-10,434.424011
2018-07-11,446.518005
2018-07-12,430.074005
2018-07-13,434.027008
2018-07-14,436.085999
2018-07-15,449.850006
2018-07-16,480.657990
2018-07-17,501.002014
2018-07-18,480.513000
2018-07-19,469.618988
2018-07-20,450.697998
2018-07-21,462.436005
2018-07-22,459.657013
2018-07-23,450.852997
2018-07-24,479.372986
2018-07-25,472.493011
2018-07-26,464.036987
2018-07-27,469.665985
2018-07-28,466.898010
2018-07-29,466.665009
2018-07-30,457.080994
2018-07-31,433.867004
2018-08-01,420.747009
2018-08-02,412.621002
2018-08-03,418.261993
2018-08-04,407.252014
2018-08-05,410.515991
2018-08-06,406.657990
2018-08-07,380.214996
2018-08-08,356.613007
2018-08-09,365.588013
2018-08-10,334.175995
2018-08-11,322.112000
2018-08-12,319.570007
2018-08-13,286.494995
2018-08-14,278.932007
2018-08-15,282.364014
2018-08-16,288.045990
2018-08-17,315.729004
2018-08-18,295.812012
2018-08-19,300.834015
2018-08-20,274.315002
2018-08-21,281.944000
2018-08-22,271.341003
2018-08-23,277.104004
2018-08-24,282.967010
2018-08-25,279.645996
2018-08-26,275.196991
2018-08-27,285.602997
2018-08-28,296.498993
2018-08-29,289.312012
2018-08-30,284.105011
2018-08-31,283.003998
2018-09-01,295.341003
2018-09-02,294.371002
2018-09-03,289.259003
2018-09-04,285.722992
2018-09-05,232.330994
2018-09-06,230.214996
2018-09-07,217.203003
2018-09-08,197.951004
2018-09-09,196.923996
2018-09-10,197.078995
2018-09-11,185.065994
2018-09-12,183.330994
2018-09-13,211.354004
2018-09-14,211.748993
2018-09-15,223.074005
2018-09-16,220.589005
2018-09-17,197.875000
2018-09-18,209.975006
2018-09-19,209.968994
2018-09-20,224.591003
2018-09-21,246.584000
2018-09-22,240.479996
2018-09-23,244.330002
2018-09-24,228.729996
2018-09-25,218.505005
2018-09-26,215.847000
2018-09-27,228.494003
2018-09-28,222.401993
2018-09-29,231.634995
2018-09-30,232.848007
2018-10-01,230.768005
2018-10-02,227.181000
2018-10-03,220.488998
2018-10-04,222.218002
2018-10-05,227.600998
2018-10-06,225.119995
2018-10-07,226.119003
2018-10-08,229.255005
2018-10-09,227.981995
2018-10-10,225.768997
2018-10-11,189.498993
2018-10-12,196.727005
2018-10-13,199.841003
2018-10-14,195.714996
2018-10-15,209.703995
2018-10-16,210.119995
2018-10-17,207.082993
2018-10-18,203.352005
2018-10-19,203.727005
2018-10-20,205.429993
2018-10-21,205.141998
2018-10-22,204.044006
2018-10-23,204.335999
2018-10-24,203.852005
2018-10-25,202.718994
2018-10-26,203.328995
2018-10-27,204.210007
2018-10-28,205.365997
2018-10-29,197.246994
2018-10-30,197.556000
2018-10-31,197.380997
2018-11-01,198.871994
2018-11-02,200.634995
2018-11-03,200.186005
2018-11-04,207.485992
2018-11-05,209.091003
2018-11-06,218.451996
2018-11-07,217.182999
2018-11-08,212.231003
2018-11-09,210.074005
2018-11-10,212.533005
2018-11-11,211.339996
2018-11-12,210.417999
2018-11-13,206.826004
2018-11-14,181.397003
2018-11-15,180.806000
2018-11-16,175.177002
2018-11-17,174.001007
2018-11-18,177.067001
2018-11-19,149.175003
2018-11-20,130.339005
2018-11-21,136.701004
2018-11-22,126.706001
2018-11-23,123.295998
2018-11-24,113.494003
2018-11-25,116.449997
2018-11-26,108.334999
2018-11-27,110.010002
2018-11-28,122.438004
2018-11-29,117.542648
2018-11-30,113.171417
2018-12-01,118.635559
2018-12-02,116.388901
2018-12-03,108.925018
2018-12-04,110.214188
2018-12-05,102.475555
2018-12-06,91.761055
2018-12-07,93.294563
2018-12-08,92.159637
2018-12-09,95.142059
2018-12-10,91.685654
2018-12-11,88.945305
2018-12-12,90.593300
2018-12-13,86.539314
2018-12-14,84.308296
2018-12-15,84.440811
2018-12-16,85.262100
2018-12-17,95.133827
2018-12-18,101.112457
2018-12-19,101.268578
2018-12-20,116.216873
2018-12-21,109.496231
2018-12-22,116.759499
2018-12-23,130.765259
2018-12-24,140.238007
2018-12-25,129.844345
2018-12-26,131.865631
2018-12-27,116.575912
2018-12-28,137.647018
2018-12-29,138.018341
2018-12-30,139.859451
2018-12-31,133.368256
2019-01-01,140.819412
2019-01-02,155.047684
2019-01-03,149.135010
2019-01-04,154.581940
2019-01-05,155.638596
2019-01-06,157.746201
2019-01-07,151.699219
2019-01-08,150.359634
2019-01-09,150.803116
2019-01-10,128.625183
2019-01-11,127.548325
2019-01-12,125.966530
2019-01-13,116.897804
2019-01-14,129.068726
2019-01-15,122.032715
2019-01-16,123.547066
2019-01-17,123.741920
2019-01-18,121.010262
2019-01-19,124.519020
2019-01-20,119.474831
2019-01-21,117.157852
2019-01-22,118.747551
2019-01-23,117.452606
2019-01-24,117.362885
2019-01-25,116.378342
2019-01-26,116.488739
2019-01-27,113.405289
2019-01-28,106.589973
2019-01-29,105.598213
2019-01-30,108.907539
2019-01-31,107.061012
2019-02-01,107.609787
2019-02-02,110.430260
2019-02-03,107.492668
2019-02-04,107.821602
2019-02-05,107.443520
2019-02-06,104.919289
2019-02-07,104.535301
2019-02-08,119.267746
2019-02-09,119.430885
2019-02-10,124.806488
2019-02-11,121.298393
2019-02-12,122.572289
2019-02-13,122.553604
2019-02-14,121.390205
2019-02-15,122.100388
2019-02-16,123.260216
2019-02-17,133.598877
2019-02-18,146.098373
2019-02-19,145.346191
2019-02-20,149.554337
2019-02-21,146.130844
2019-02-22,149.092453
2019-02-23,158.795425
2019-02-24,135.852661
2019-02-25,139.822861
2019-02-26,138.089676
2019-02-27,136.125961
2019-02-28,136.746246
2019-03-01,136.443619
2019-03-02,134.206955
2019-03-03,132.249420
2019-03-04,127.774124
2019-03-05,137.822388
2019-03-06,138.789352
2019-03-07,138.034500
2019-03-08,135.127075
2019-03-09,137.965332
2019-03-10,136.758682
2019-03-11,133.834030
2019-03-12,134.442886
2019-03-13,133.263077
2019-03-14,133.711594
2019-03-15,137.691788
2019-03-16,142.398178
2019-03-17,140.000549
2019-03-18,139.374603
2019-03-19,140.519196
2019-03-20,140.686356
2019-03-21,136.636063
2019-03-22,137.181442
2019-03-23,138.239868
2019-03-24,136.986923
2019-03-25,135.031021
2019-03-26,135.460358
2019-03-27,140.988159
2019-03-28,139.416473
2019-03-29,142.497421
2019-03-30,142.092682
2019-03-31,141.514099
2019-04-01,141.830322
2019-04-02,163.961746
2019-04-03,161.458801
2019-04-04,158.052536
2019-04-05,165.514847
2019-04-06,165.947205
2019-04-07,174.531647
2019-04-08,180.258820
2019-04-09,176.114578
2019-04-10,177.337479
2019-04-11,165.497025
2019-04-12,164.736328
2019-04-13,164.513351
2019-04-14,167.838516
2019-04-15,161.574173
2019-04-16,167.623444
2019-04-17,166.950760
2019-04-18,173.814026
2019-04-19,173.708435
2019-04-20,173.751266
2019-04-21,170.046524
2019-04-22,171.874664
2019-04-23,171.447800
2019-04-24,165.826096
2019-04-25,154.459396
2019-04-26,156.347092
2019-04-27,158.434937
2019-04-28,157.295074
2019-04-29,155.201996
2019-04-30,162.166031
2019-05-01,160.818344
2019-05-02,162.122787
2019-05-03,167.952408
2019-05-04,164.026581
2019-05-05,163.450699
2019-05-06,172.653214
2019-05-07,169.798660
2019-05-08,170.948166
2019-05-09,170.289307
2019-05-10,173.142746
2019-05-11,194.304337
2019-05-12,187.325317
2019-05-13,196.846283
2019-05-14,217.148575
2019-05-15,247.153061
2019-05-16,264.010010
2019-05-17,243.764587
2019-05-18,234.595230
2019-05-19,261.292206
2019-05-20,251.864410
2019-05-21,255.215881
2019-05-22,244.698914
2019-05-23,245.965668
2019-05-24,249.484985
2019-05-25,251.759872
2019-05-26,267.069641
2019-05-27,272.862640
2019-05-28,271.768707
2019-05-29,269.455688
2019-05-30,255.858948
2019-05-31,268.113556
2019-06-01,265.391266
2019-06-02,270.225525
2019-06-03,252.607925
2019-06-04,241.338791
2019-06-05,247.051010
2019-06-06,249.474335
2019-06-07,250.930359
2019-06-08,245.738098
2019-06-09,233.086700
2019-06-10,247.520126
2019-06-11,245.781830
2019-06-12,260.903290
2019-06-13,256.168793
2019-06-14,264.087463
2019-06-15,269.019318
2019-06-16,269.223206
2019-06-17,274.351105
2019-06-18,265.051849
2019-06-19,269.431793
2019-06-20,271.695007
2019-06-21,294.910278
2019-06-22,309.380310
2019-06-23,307.827789
2019-06-24,310.424683
2019-06-25,318.126312
2019-06-26,336.753174
2019-06-27,294.267639
2019-06-28,311.226105
2019-06-29,320.058899
2019-06-30,290.695984
2019-07-01,293.641113
2019-07-02,291.596436
2019-07-03,303.099976
2019-07-04,284.523224
2019-07-05,287.997528
2019-07-06,287.547119
2019-07-07,305.700562
2019-07-08,313.251404
2019-07-09,308.881012
2019-07-10,290.002319
2019-07-11,268.704041
2019-07-12,276.276703
2019-07-13,269.458801
2019-07-14,227.578064
2019-07-15,229.776001
2019-07-16,199.188675
2019-07-17,211.484970
2019-07-18,226.566162
2019-07-19,221.333420
2019-07-20,229.119217
2019-07-21,225.630768
2019-07-22,217.560013
2019-07-23,212.728516
2019-07-24,217.046371
2019-07-25,219.617996
2019-07-26,219.629608
2019-07-27,207.408310
2019-07-28,211.186554
2019-07-29,211.268051
2019-07-30,210.522598
2019-07-31,218.654144
2019-08-01,217.808441
2019-08-02,217.871567
2019-08-03,222.490341
2019-08-04,222.669724
2019-08-05,234.215027
2019-08-06,226.020645
2019-08-07,226.391006
2019-08-08,220.941864
2019-08-09,210.488907
2019-08-10,206.733536
2019-08-11,216.092865
2019-08-12,211.288071
2019-08-13,208.709045
2019-08-14,186.607742
2019-08-15,188.502060
2019-08-16,185.440079
2019-08-17,185.687683
2019-08-18,194.493530
2019-08-19,203.091934
2019-08-20,196.565414
2019-08-21,186.891632
2019-08-22,191.332916
2019-08-23,194.706207
2019-08-24,191.289566
2019-08-25,186.842392
2019-08-26,188.929382
2019-08-27,187.516663
2019-08-28,173.889969
2019-08-29,169.516739
2019-08-30,168.834869
2019-08-31,172.469788
2019-09-01,171.629425
2019-09-02,178.347351
2019-09-03,179.499329
2019-09-04,175.992889
2019-09-05,174.217133
2019-09-06,169.956177
2019-09-07,178.262619
2019-09-08,181.355530
2019-09-09,181.149460
2019-09-10,179.787170
2019-09-11,178.725494
2019-09-12,181.016098
2019-09-13,181.109726
2019-09-14,188.105515
2019-09-15,189.789124
2019-09-16,197.113174
2019-09-17,208.608749
2019-09-18,211.393036
2019-09-19,221.280853
2019-09-20,218.050049
2019-09-21,215.516205
2019-09-22,211.545380
2019-09-23,201.921310
2019-09-24,168.110733
2019-09-25,170.892700
2019-09-26,166.727127
2019-09-27,174.710999
2019-09-28,174.572891
2019-09-29,170.503479
2019-09-30,179.872208
2019-10-01,177.340424
2019-10-02,180.710510
2019-10-03,175.199341
2019-10-04,176.985001
2019-10-05,176.351517
2019-10-06,173.059143
2019-10-07,181.186340
2019-10-08,182.021561
2019-10-09,193.293259
2019-10-10,191.659668
2019-10-11,182.569687
2019-10-12,180.826645
2019-10-13,182.075150
2019-10-14,186.960907
2019-10-15,181.406067
2019-10-16,176.013504
2019-10-17,178.028351
2019-10-18,173.621338
2019-10-19,172.913025
2019-10-20,175.534378
2019-10-21,174.920990
2019-10-22,172.300858
2019-10-23,162.402786
2019-10-24,162.168549
2019-10-25,181.523209
2019-10-26,179.835480
2019-10-27,184.242218
2019-10-28,182.662811
2019-10-29,190.342575
2019-10-30,184.692169
2019-10-31,183.966919
2019-11-01,183.969894
2019-11-02,183.925720
2019-11-03,182.425018
2019-11-04,186.355194
2019-11-05,189.304169
2019-11-06,191.593842
2019-11-07,187.976547
2019-11-08,184.211472
2019-11-09,185.028717
2019-11-10,189.477280
2019-11-11,185.489639
2019-11-12,186.843414
2019-11-13,188.258743
2019-11-14,185.999634
2019-11-15,180.521179
2019-11-16,183.348358
2019-11-17,185.119232
2019-11-18,180.559601
2019-11-19,177.455551
2019-11-20,175.698349
2019-11-21,161.462723
2019-11-22,150.268173
2019-11-23,153.417786
2019-11-24,142.834702
2019-11-25,146.476532
2019-11-26,148.965073
2019-11-27,153.010559
2019-11-28,151.717575
2019-11-29,155.304153
2019-11-30,152.539688
2019-12-01,151.185730
2019-12-02,149.059158
2019-12-03,147.956421
2019-12-04,146.747742
2019-12-05,149.248993
2019-12-06,149.194443
2019-12-07,148.768158
2019-12-08,151.264725
2019-12-09,148.225174
2019-12-10,146.267044
2019-12-11,143.608002
2019-12-12,145.604004
2019-12-13,144.944748
2019-12-14,142.869232
2019-12-15,143.114990
2019-12-16,133.614029
2019-12-17,122.603889
2019-12-18,133.092194
2019-12-19,129.321136
2019-12-20,129.066055
2019-12-21,128.130951
2019-12-22,132.372513
2019-12-23,128.614090
2019-12-24,129.063889
2019-12-25,126.454636
2019-12-26,126.361221
2019-12-27,127.214607
2019-12-28,128.322708
2019-12-29,134.757980
2019-12-30,132.633484
2019-12-31,129.610855
2020-01-01,130.802002
2020-01-02,127.410179
2020-01-03,134.171707
2020-01-04,135.069366
2020-01-05,136.276779
2020-01-06,144.304153
2020-01-07,143.543991
2020-01-08,141.258133
2020-01-09,138.979202
2020-01-10,143.963776
2020-01-11,142.927109
2020-01-12,145.873932
2020-01-13,144.226593
2020-01-14,165.955353
2020-01-15,166.230682
2020-01-16,164.391006
2020-01-17,170.779953
2020-01-18,175.365677
2020-01-19,166.969849
2020-01-20,167.120514
2020-01-21,169.697159
2020-01-22,168.294159
2020-01-23,162.928558
2020-01-24,163.051178
2020-01-25,161.283936
2020-01-26,168.077103
2020-01-27,170.930893
2020-01-28,176.370316
2020-01-29,175.050339
2020-01-30,184.690475
2020-01-31,180.160172
2020-02-01,183.673950
2020-02-02,188.617538
2020-02-03,189.865067
2020-02-04,189.250595
2020-02-05,204.230240
2020-02-06,212.339081
2020-02-07,222.726059
2020-02-08,223.146515
2020-02-09,228.578568
2020-02-10,223.522705
2020-02-11,235.851196
2020-02-12,265.406128
2020-02-13,268.099243
2020-02-14,284.217499
2020-02-15,264.728577
2020-02-16,259.894714
2020-02-17,266.363434
2020-02-18,281.944580
2020-02-19,259.763977
2020-02-20,257.949463
2020-02-21,265.600616
2020-02-22,262.331726
2020-02-23,273.754150
2020-02-24,265.216431
2020-02-25,247.817596
2020-02-26,225.680267
2020-02-27,226.753387
2020-02-28,226.760498
2020-02-29,219.848511
2020-03-01,218.970596
2020-03-02,230.569778
2020-03-03,224.479630
2020-03-04,224.517975
2020-03-05,229.268188
2020-03-06,243.525299
2020-03-07,237.853088
2020-03-08,200.689056
2020-03-09,201.986328
2020-03-10,200.767242
2020-03-11,194.868530
2020-03-12,112.347122
2020-03-13,133.201813
2020-03-14,123.306023
2020-03-15,125.214302
2020-03-16,110.605873
2020-03-17,113.942749
2020-03-18,114.842270
2020-03-19,136.593857
2020-03-20,132.737167
2020-03-21,132.818710
2020-03-22,123.321152
2020-03-23,134.911606
2020-03-24,138.761444
2020-03-25,136.195892
2020-03-26,138.361557
2020-03-27,133.937943
2020-03-28,130.986496
2020-03-29,125.583733
2020-03-30,132.904541
2020-03-31,133.593567
2020-04-01,135.634552
2020-04-02,142.029144
2020-04-03,142.091309
2020-04-04,145.219391
2020-04-05,143.546646
2020-04-06,169.135880
2020-04-07,165.101944
2020-04-08,172.641739
2020-04-09,170.807144
2020-04-10,158.412445
2020-04-11,158.216019
2020-04-12,161.142426
2020-04-13,156.279556
2020-04-14,157.596390
2020-04-15,153.286896
2020-04-16,172.157379
2020-04-17,null
2020-04-18,186.914001
2020-04-19,181.614960
2020-04-20,172.297165
2020-04-21,172.737701
2020-04-22,182.599579
2020-04-23,185.028671
2020-04-24,189.236938
2020-04-25,195.515305
2020-04-26,197.317535
2020-04-27,197.224716
2020-04-28,198.415390
2020-04-29,216.968231
2020-04-30,207.602051
2020-05-01,214.219101
2020-05-02,215.325378
2020-05-03,210.933151
2020-05-04,208.174011
2020-05-05,206.774399
2020-05-06,204.055786
2020-05-07,212.289413
2020-05-08,212.991577
2020-05-09,211.600128
2020-05-10,188.599564
2020-05-11,185.912842
2020-05-12,189.312500
2020-05-13,199.193283
2020-05-14,202.949097
2020-05-15,195.622665
2020-05-16,200.677124
2020-05-17,207.158691
2020-05-18,214.525055
2020-05-19,213.451111
2020-05-20,210.096741
2020-05-21,199.883606
2020-05-22,207.169189
2020-05-23,208.694397
2020-05-24,202.370346
2020-05-25,205.319748
2020-05-26,201.902313
2020-05-27,208.863434
2020-05-28,219.840424
2020-05-29,220.675125
2020-05-30,242.345596
2020-05-31,230.975708
2020-06-01,246.991760
2020-06-02,237.219055
2020-06-03,244.179321
2020-06-04,244.426392
2020-06-05,241.221985
2020-06-06,241.931320
2020-06-07,245.167252
2020-06-08,246.309906
2020-06-09,244.911453
2020-06-10,247.444946
2020-06-11,231.702667
2020-06-12,237.493210
2020-06-13,238.908844
2020-06-14,234.114700
2020-06-15,229.928909
2020-06-16,234.416168
2020-06-17,233.028275
2020-06-18,232.101166
2020-06-19,227.138290
2020-06-20,229.274261
2020-06-21,228.989822
2020-06-22,242.533188
2020-06-23,244.142151
2020-06-24,235.772461
2020-06-25,232.944489
2020-06-26,229.668045
2020-06-27,222.959793
2020-06-28,225.347168
2020-06-29,228.194870
2020-06-30,226.315002
2020-07-01,231.113419
2020-07-02,229.392197
2020-07-03,225.387070
2020-07-04,229.074112
2020-07-05,227.664597
2020-07-06,241.510223
2020-07-07,239.075531
2020-07-08,246.670013
2020-07-09,243.015961
2020-07-10,240.984985
2020-07-11,239.458176
2020-07-12,242.131699
2020-07-13,239.604584
2020-07-14,240.211487
2020-07-15,238.423523
2020-07-16,233.640884
2020-07-17,232.773087
2020-07-18,235.483810
2020-07-19,238.487518
2020-07-20,236.153168
2020-07-21,245.016724
2020-07-22,262.190643
2020-07-23,274.689056
2020-07-24,279.215424
2020-07-25,304.056763
2020-07-26,309.643616
2020-07-27,321.514099
2020-07-28,316.657257
2020-07-29,318.190887
2020-07-30,334.586639
2020-07-31,345.554657
2020-08-01,385.199707
2020-08-02,370.671722
2020-08-03,386.295166
2020-08-04,389.875488
2020-08-05,401.590576
2020-08-06,394.961945
2020-08-07,379.512848
2020-08-08,393.987366
2020-08-09,391.120453
2020-08-10,395.887573
2020-08-11,380.384064
2020-08-12,391.024170
2020-08-13,428.741791
2020-08-14,437.397827
2020-08-15,433.354919
2020-08-16,433.786621
2020-08-17,429.531250
2020-08-18,423.669312
2020-08-19,406.463776
2020-08-20,416.439789
2020-08-21,389.126343
2020-08-22,395.835144
2020-08-23,391.384491
2020-08-24,408.144196
2020-08-25,384.001038
2020-08-26,386.466125
2020-08-27,382.632629
2020-08-28,395.874664
2020-08-29,399.921478
2020-08-30,428.395721
2020-08-31,435.079742
2020-09-01,477.051910
2020-09-02,440.040497
2020-09-03,385.671936
2020-09-04,388.241150
2020-09-05,335.260071
2020-09-06,353.362274
2020-09-07,352.673492
2020-09-08,337.602112
2020-09-09,351.110016
2020-09-10,368.101898
2020-09-11,374.695587
2020-09-12,387.183105
2020-09-13,365.570007
2020-09-14,377.268860
2020-09-15,364.839203
2020-09-16,365.812286
2020-09-17,389.019226
2020-09-18,384.364532
2020-09-19,385.544373
2020-09-20,371.052826
2020-09-21,341.786072
2020-09-22,344.503174
2020-09-23,320.585541
2020-09-24,349.356659
2020-09-25,352.161865
2020-09-26,354.965271
2020-09-27,357.321686
2020-09-28,354.950500
2020-09-29,359.963409
2020-09-30,360.022369
2020-10-01,353.231293
2020-10-02,346.532654
2020-10-03,347.321594
2020-10-04,353.121918
2020-10-05,354.277100
2020-10-06,341.021149
2020-10-07,342.119781
2020-10-08,351.455658
2020-10-09,359.213123
2020-10-10,370.967590
2020-10-11,375.142059
2020-10-12,381.214313
2020-10-13,380.123163
2020-10-14,379.484039
2020-10-15,377.441833
2020-10-16,366.229004
2020-10-17,368.855927
2020-10-18,378.213684
2020-10-19,379.935608
2020-10-20,369.136902
2020-10-21,392.189972
2020-10-22,413.772980
2020-10-23,409.766693
2020-10-24,412.457611
2020-10-25,406.217773
2020-10-26,393.888306
2020-10-27,403.997040
2020-10-28,388.650757
2020-10-29,386.730103
2020-10-30,382.819977
2020-10-31,386.590332
2020-11-01,396.358185
2020-11-02,383.156738
2020-11-03,387.602173
2020-11-04,402.141998
2020-11-05,414.067352
2020-11-06,454.719299
2020-11-07,435.713135
2020-11-08,453.554779
2020-11-09,444.163055
2020-11-10,449.679626
2020-11-11,462.960541
2020-11-12,461.005280
2020-11-13,474.626434
2020-11-14,460.149841
2020-11-15,447.559082
2020-11-16,459.940308
2020-11-17,480.360077
2020-11-18,479.484070
2020-11-19,471.630432
2020-11-20,509.744568
2020-11-21,549.486633
2020-11-22,558.068115
2020-11-23,608.454041
2020-11-24,603.897766
2020-11-25,570.686646
2020-11-26,518.801147
2020-11-27,517.493713
2020-11-28,538.229797
2020-11-29,575.758057
2020-11-30,614.842529
2020-12-01,587.324158
2020-12-02,598.352356
2020-12-03,616.708740
2020-12-04,569.354187
2020-12-05,596.595459
2020-12-06,601.908997
2020-12-07,591.843384
2020-12-08,554.827759
2020-12-09,573.479126
2020-12-10,559.678528
2020-12-11,545.797363
2020-12-12,568.567322
2020-12-13,589.663208
2020-12-14,586.011169
2020-12-15,589.355591
2020-12-16,636.181824
2020-12-17,642.868958
2020-12-18,654.811951
2020-12-19,659.297913
2020-12-20,638.290833
2020-12-21,609.817871
2020-12-22,634.854187
2020-12-23,583.714600
2020-12-24,611.607178
2020-12-25,626.410706
2020-12-26,635.835815
2020-12-27,682.642334
2020-12-28,730.397339
2020-12-29,731.520142
2020-12-30,751.618958
2020-12-31,737.803406
2021-01-01,730.367554
2021-01-02,774.534973
2021-01-03,975.507690
2021-01-04,1040.233032
2021-01-05,1100.006104
2021-01-06,1207.112183
